Id_tag,Id,Name,Algorithms,Difficulty
1364,958A2,Death Stars (medium),hashing;strings,2100
1365,958A1,Death Stars (easy),implementation,1600
1366,957A,Tritonic Iridescence,implementation,1300
1367,955F,Heaps,dp;trees,2800
1368,955E,Icicles,null,2900
1369,955D,Scissors,brute force;strings,2700
1370,955C,Sad powers,binary search;math;number theory,2100
1371,955B,Not simply beatiful strings,implementation,1400
1372,955A,Feed the cat,greedy;math,1100
1373,954I,Yet Another String Matching Problem,fft;math,2600
1374,954H,Path Counting,combinatorics;dp,2500
1375,954G,Castle Defense,binary search;data structures;greedy;two pointers,2100
1376,954F,Runner's Problem,dp;matrices;sortings,2300
1377,954E,Water Taps,binary search;greedy;sortings,2000
1378,954D,Fight Against Traffic,dfs and similar;graphs;shortest paths,1600
1379,954C,Matrix Walk,implementation,1700
1380,954B,String Typing,implementation;strings,1400
1381,954A,Diagonal Walking,implementation,900
1382,952G,Puzzling Language,constructive algorithms,2500
1383,952F,2 + 2 != 4,null,2700
1384,952E,Cheese Board,null,2200
1385,952D,I'm Feeling Lucky!,probabilities,2000
1386,952C,Ravioli Sort,implementation,1600
1387,952B,A Map of the Cat,brute force,1800
1388,952A,Quirky Quantifiers,math,800
1389,950B,Intercepted Message,greedy;implementation,1100
1390,950A,"Left-handers, Right-handers and Ambidexters",implementation;math,900
1391,949F,Astronomy,geometry;probabilities,3200
1392,949E,Binary Cards,brute force,2700
1393,949D,Curfew,binary search;brute force;greedy;sortings,2400
1394,949C,Data Center Maintenance,dfs and similar;graphs,2000
1395,949B,A Leapfrog in the Array,constructive algorithms;math,1700
1396,949A,Zebras,greedy,1600
1397,948A,Protect Sheep,brute force;dfs and similar;graphs;implementation,1000
1398,946G,Almost Increasing Array,data structures;dp,2600
1399,946F,Fibonacci String Subsequences,combinatorics;dp;matrices,2500
1400,946E,Largest Beautiful Number,greedy;implementation,2200
1401,946D,Timetable,dp,1800
1402,946C,String Transformation,greedy;strings,1300
1403,946B,Weird Subtraction Process,math;number theory,1200
1404,946A,Partition,greedy,800
1405,940F,Machine Learning,brute force;data structures,2600
1406,940E,Cashback,data structures;dp;greedy;math,2000
1407,940D,Alena And The Heater,binary search;implementation,1600
1408,940C,Phone Numbers,constructive algorithms;implementation;strings,1500
1409,940B,Our Tanya is Crying Out Loud,dp;greedy,1400
1410,940A,Points on the line,brute force;greedy;sortings,1300
1411,939F,Cutlet,data structures;dp,2700
1412,939E,Maximize!,binary search;greedy;ternary search;two pointers,1900
1413,939D,Love Rescue,dfs and similar;dsu;graphs;greedy;strings,1600
1414,939C,Convenient For Everybody,binary search;two pointers,1600
1415,939B,Hamster Farm,implementation,1100
1416,939A,Love Triangle,graphs,800
1417,938G,Shortest Path Queries,bitmasks;data structures;dsu;graphs,2900
1418,938F,Erasing Substrings,bitmasks;dp;greedy,2600
1419,938E,Max History,combinatorics;math,2300
1420,938D,Buy a Ticket,data structures;graphs;shortest paths,2000
1421,938C,Constructing Tests,binary search;brute force;constructive algorithms,1700
1422,938B,Run For Your Prize,brute force;greedy,1100
1423,938A,Word Correction,implementation,900
1424,937B,Vile Grasshoppers,brute force;math;number theory,1500
1425,937A,Olympiad,implementation;sortings,800
1426,936E,Iqea,data structures;dfs and similar;divide and conquer;dsu;shortest paths;trees,3300
1427,936D,World of Tank,dp;greedy,3000
1428,936C,Lock Puzzle,constructive algorithms;implementation;strings,2500
1429,936B,Sleepy Game,dfs and similar;dp;games;graphs,2100
1430,936A,Save Energy!,binary search;implementation;math,1700
1431,935F,Fafa and Array,data structures;greedy,2800
1432,935E,Fafa and Ancient Mathematics,dfs and similar;dp;trees,2500
1433,935D,Fafa and Ancient Alphabet,math;probabilities,1900
1434,935C,Fifa and Fafa,geometry,1700
1435,935B,Fafa and the Gates,implementation,1000
1436,935A,Fafa and his Company,brute force;implementation,600
1437,934B,A Prosperous Lot,constructive algorithms;implementation,1200
1438,934A,A Compatible Pair,brute force;games,1400
1439,933E,A Preponderant Reunion,constructive algorithms;dp,3100
1440,933D,A Creative Cutout,brute force;combinatorics;math,2900
1441,933C,A Colourful Prospect,geometry;graphs,2400
1442,933B,A Determined Cleanup,math,2100
1443,933A,A Twisty Movement,dp,1800
1444,932G,Palindrome Partition,dp;string suffix structures;strings,2900
1445,932F,Escape Through Leaf,data structures;dp;geometry,2700
1446,932E,Team Work,combinatorics;dp;math,2400
1447,932D,Tree,binary search;dp;trees,2200
1448,932C,Permutation Cycle,brute force;constructive algorithms,1600
1449,932B,Recursive Queries,binary search;data structures;dfs and similar,1300
1450,932A,Palindromic Supersequence,constructive algorithms,800
1451,931C,Laboratory Work,implementation;math,1700
1452,931B,World Cup,constructive algorithms;implementation,1200
1453,931A,Friends Meeting,brute force;greedy;implementation;math,800
1454,930E,Coins Exhibition,data structures;dp;math,2700
1455,930D,Game with Tokens,data structures;games;implementation,2600
1456,930C,Teodor is not a liar!,data structures;dp,2100
1457,930B,Game with String,implementation;probabilities;strings,1800
1458,930A,Peculiar apple-tree,dfs and similar;graphs;trees,1500
1459,929D,Пограничные врата,null,2600
1460,929C,Красивая команда,*special problem;combinatorics;math,2000
1461,929B,Места в самолёте,*special problem;implementation,1700
1462,929A,Прокат велосипедов,*special problem;greedy;implementation,1600
1463,928D,Autocompletion,*special problem;strings;trees,2400
1464,928C,Dependency management,*special problem;graphs;implementation,2300
1465,928B,Chat,*special problem;dp,1800
1466,928A,Login Verification,*special problem;strings,1600
1467,927A,BuberPool Taxi Optimization,null,2800
1468,926J,Segments,data structures,2500
1469,926I,A Vital Problem,null,1900
1470,926H,Endless Roses Most Beautiful,null,2300
1471,926G,Large Bouquets,null,1700
1472,926F,Mobile Communications,null,2400
1473,926E,Merge Equal Elements,null,2100
1474,926D,Choose Place,null,1800
1475,926C,Is This a Zebra?,null,1600
1476,926B,Add Points,null,1800
1477,926A,2-3-numbers,implementation;math,1300
1478,925F,Parametric Circulation,binary search;flows,3300
1479,925E,May Holidays,data structures;trees,2900
1480,925D,Aztec Catacombs,constructive algorithms,2700
1481,925C,Big Secret,constructive algorithms;math,2200
1482,925B,Resource Distribution,binary search;implementation;sortings,1800
1483,925A,Stairs and Elevators,binary search,1700
1484,924F,Minimal Subset Difference,dp,3400
1485,924E,Wardrobe,null,2600
1486,924D,Contact ATC,null,2500
1487,924C,Riverside Curio,data structures;dp;greedy,1800
1488,924B,Three-level Laser,binary search;greedy;two pointers,1600
1489,924A,Mystical Mosaic,greedy;implementation,1400
1490,923F,Public Service,constructive algorithms;graphs;trees,2900
1491,923E,Perpetual Subtraction,fft;math;matrices,3100
1492,923D,Picking Strings,constructive algorithms;implementation;strings,2500
1493,923C,Perfect Security,data structures;greedy;strings;trees,1900
1494,923B,Producing Snow,binary search;data structures,1600
1495,923A,Primal Sport,math;number theory,1700
1496,922F,Divisibility,constructive algorithms;dp;greedy;number theory,2500
1497,922E,Birds,dp,2300
1498,922D,Robot Vacuum Cleaner,greedy;sortings,1800
1499,922C,Cave Painting,brute force;number theory,1600
1500,922B,Magic Forest,brute force,1300
1501,922A,Cloning Toys,implementation,1400
1502,92114,Labyrinth-14,null,3200
1503,92113,Labyrinth-13,null,3200
1504,92112,Labyrinth-12,null,3200
1505,92111,Labyrinth-11,null,3200
1506,92110,Labyrinth-10,null,3200
1507,92109,Labyrinth-9,null,3200
1508,92108,Labyrinth-8,null,3200
1509,92107,Labyrinth-7,null,3200
1510,92106,Labyrinth-6,null,3200
1511,92105,Labyrinth-5,null,3200
1512,92104,Labyrinth-4,null,3200
1513,92103,Labyrinth-3,null,3200
1514,92102,Labyrinth-2,null,3200
1515,92101,Labyrinth-1,null,3200
1516,920G,List Of Integers,binary search;bitmasks;brute force;combinatorics;math;number theory,2300
1517,920F,SUM and REPLACE,brute force;data structures;dsu;number theory,2000
1518,920E,Connected Components?,data structures;dfs and similar;dsu;graphs,2100
1519,920D,Tanks,dp;greedy;implementation,2600
1520,920C,Swap Adjacent Elements,dfs and similar;greedy;math;sortings;two pointers,1500
1521,920B,Tea Queue,implementation,1300
1522,920A,Water The Garden,implementation,1100
1523,919F,A Game With Numbers,games;graphs;shortest paths,2800
1524,919E,Congruence Equation,chinese remainder theorem;math;number theory,2100
1525,919D,Substring,dfs and similar;dp;graphs,1700
1526,919C,Seat Arrangements,brute force;implementation,1300
1527,919B,Perfect Number,binary search;brute force;dp;implementation;number theory,1100
1528,919A,Supermarket,brute force;greedy;implementation,900
1529,918B,Radio Station,implementation;strings,900
1530,918A,Eleven,brute force;implementation,800
1531,917E,Upside Down,data structures;string suffix structures;strings;trees,3000
1532,917D,Stranger Trees,dp;math;matrices;trees,2600
1533,917C,Pollywog,combinatorics;dp;matrices,2800
1534,917B,MADMAX,dfs and similar;dp;games;graphs,1800
1535,917A,The Monster,dp;greedy;implementation;math,1900
1536,916E,Jamie and Tree,data structures;trees,2600
1537,916D,Jamie and To-do List,data structures;interactive;trees,2600
1538,916C,Jamie and Interesting Graph,constructive algorithms;graphs;shortest paths,1600
1539,916B,Jamie and Binary Sequence (changed after round),bitmasks;greedy;math,1700
1540,916A,Jamie and Alarm Snooze,brute force;implementation;math,1200
1541,915G,Coprime Arrays,math;number theory,2500
1542,915F,Imbalance Value of a Tree,data structures;dsu;graphs;trees,2500
1543,915E,Physical Education Lessons,data structures;implementation;sortings,2300
1544,915D,Almost Acyclic Graph,dfs and similar;graphs,2200
1545,915C,Permute Digits,dp;greedy,1700
1546,915B,Browser,implementation,1300
1547,915A,Garden,implementation,900
1548,914H,Ember and Storm's Tree Game,combinatorics;dp;games;trees,2900
1549,914G,Sum the Fibonacci,bitmasks;divide and conquer;dp;fft;math,2500
1550,914F,Substrings in a String,bitmasks;brute force;data structures;string suffix structures;strings,2900
1551,914E,Palindromes in a Tree,bitmasks;data structures;divide and conquer;trees,2400
1552,914D,Bash and a Tough Math Puzzle,data structures;number theory,1900
1553,914C,Travelling Salesman and Special Numbers,brute force;combinatorics;dp,1800
1554,914B,Conan and Agasa play a Card Game,games;greedy;implementation,1300
1555,914A,Perfect Squares,brute force;implementation;math,1100
1556,913H,Don't Exceed,math;probabilities,3400
1557,913G,Power Substring,math;number theory,3100
1558,913F,Strongly Connected Tournament,dp;graphs;math;probabilities,2700
1559,913E,Logical Expression,bitmasks;dp;shortest paths,2400
1560,913D,Too Easy Problems,binary search;brute force;data structures;greedy;sortings,1800
1561,913C,Party Lemonade,bitmasks;dp;greedy,1600
1562,913B,Christmas Spruce,implementation;trees,1200
1563,913A,Modular Exponentiation,implementation;math,1000
1564,912E,Prime Gift,binary search;dfs and similar;math;meet-in-the-middle;number theory;two pointers,2600
1565,912D,Fishes,data structures;graphs;greedy;probabilities;shortest paths,2100
1566,912C,"Perun, Ult!",brute force;greedy;sortings,2500
1567,912B,New Year's Eve,bitmasks;constructive algorithms;number theory,1400
1568,912A,Tricky Alchemy,implementation,900
1569,911G,Mass Change Queries,data structures,2600
1570,911F,Tree Destruction,constructive algorithms;dfs and similar;graphs;greedy;trees,2500
1571,911E,Stack Sorting,constructive algorithms;data structures;greedy;implementation,2000
1572,911D,Inversion Counting,brute force;math,1700
1573,911C,Three Garlands,brute force;constructive algorithms,1400
1574,911B,Two Cakes,binary search;brute force;implementation,1200
1575,911A,Nearest Minimums,implementation,1100
1576,910C,Minimum Sum,constructive algorithms;greedy;math,1700
1577,910B,Door Frames,greedy;implementation,1600
1578,910A,The Way to Home,dfs and similar;dp;greedy;implementation,1100
1579,909F,AND-permutations,constructive algorithms,2600
1580,909E,Coprocessor,dfs and similar;dp;graphs;greedy,2100
1581,909D,Colorful Points,data structures;greedy;implementation,2100
1582,909C,Python Indentation,dp,1800
1583,909B,Segments,constructive algorithms;math,1300
1584,909A,Generate Login,brute force;greedy;sortings,1100
1585,908H,New Year and Boolean Bridges,null,3000
1586,908G,New Year and Original Order,dp;math,2700
1587,908F,New Year and Rainbow Roads,graphs;greedy;implementation,2400
1588,908E,New Year and Entity Enumeration,bitmasks;combinatorics;dp;math,2400
1589,908D,New Year and Arbitrary Arrangement,dp;math;probabilities,2200
1590,908C,New Year and Curling,brute force;geometry;implementation;math,1500
1591,908B,New Year and Buggy Bot,brute force;implementation,1300
1592,908A,New Year and Counting Cards,brute force;implementation,800
1593,907B,Tic-Tac-Toe,implementation,1400
1594,907A,Masha and Bears,brute force;implementation,1400
1595,906E,Reverses,dp;string suffix structures;strings,3200
1596,906D,Power Tower,chinese remainder theorem;math;number theory,2600
1597,906C,Party,bitmasks;brute force;dp;graphs,2300
1598,906B,Seating of Students,brute force;constructive algorithms;math,2300
1599,906A,Shockers,implementation;strings,1600
1600,903G,Yet Another Maxflow Problem,data structures;flows;graphs,2700
1601,903F,Clear The Matrix,bitmasks;dp,2400
1602,903E,Swapping Characters,brute force;hashing;implementation;strings,2200
1603,903D,Almost Difference,data structures;math,2200
1604,903C,Boxes Packing,greedy,1200
1605,903B,The Modcrab,greedy;implementation,1200
1606,903A,Hungry Student Problem,greedy;implementation,900
1607,902B,Coloring a Tree,dfs and similar;dsu;greedy,1300
1608,902A,Visiting a Friend,greedy;implementation,1200
1609,901E,Cyclic Cipher,fft;math,3300
1610,901D,Weighting a Tree,constructive algorithms;dfs and similar;graphs,2700
1611,901C,Bipartite Segments,binary search;data structures;dfs and similar;dsu;graphs;two pointers,2500
1612,901B,GCD of Polynomials,constructive algorithms;math,2100
1613,901A,Hashing Trees,constructive algorithms;trees,1500
1614,900E,Maximum Questions,data structures;dp;strings,2300
1615,900D,Unusual Sequences,bitmasks;combinatorics;dp;math;number theory,2100
1616,900C,Remove Extra One,brute force;data structures;math,1700
1617,900B,Position in Fraction,math;number theory,1300
1618,900A,Find Extra One,geometry;implementation,900
1619,899F,Letters Removing,data structures;strings,2200
1620,899E,Segments Removal,data structures;dsu;flows;implementation;two pointers,2100
1621,899D,Shovel Sale,constructive algorithms;math,1800
1622,899C,Dividing the numbers,constructive algorithms;graphs;math,1300
1623,899B,Months and Years,implementation,1300
1624,899A,Splitting in Teams,constructive algorithms;greedy;math,900
1625,898F,Restoring the Expression,brute force;hashing;math,2300
1626,898E,Squares and not squares,constructive algorithms;greedy,1600
1627,898D,Alarm Clock,greedy,1700
1628,898C,Phone Numbers,implementation;strings,1400
1629,898B,Proper Nutrition,brute force;implementation;number theory,1300
1630,898A,Rounding,implementation;math,800
1631,897B,Chtholly's request,brute force,1300
1632,897A,Scarborough Fair,implementation,700
1633,896E,"Welcome home, Chtholly",data structures;dsu,3100
1634,896D,Nephren Runs a Cinema,chinese remainder theorem;combinatorics;math;number theory,2800
1635,896C,"Willem, Chtholly and Seniorious",data structures;probabilities,2700
1636,896B,Ithea Plays With Chtholly,binary search;constructive algorithms;games;greedy;interactive,2000
1637,896A,Nephren gives a riddle,binary search;dfs and similar,1700
1638,895E,Eyes Closed,data structures;probabilities,2500
1639,895D,String Mark,combinatorics;math;strings,2300
1640,895C,Square Subsets,bitmasks;combinatorics;dp;math,2000
1641,895B,XK Segments,binary search;math;sortings;two pointers,1700
1642,895A,Pizza Separation,brute force;implementation,1200
1643,894E,Ralph and Mushrooms,dp;graphs,2400
1644,894D,Ralph And His Tour in Binary Country,brute force;data structures;trees,2300
1645,894C,Marco and GCD Sequence,constructive algorithms;math,1800
1646,894B,Ralph And His Magic Field,combinatorics;constructive algorithms;math;number theory,1800
1647,894A,QAQ,brute force;dp,800
1648,893F,Subtree Minimum Query,data structures;trees,2300
1649,893E,Counting Arrays,combinatorics;dp;math;number theory,2000
1650,893D,Credit Card,data structures;dp;greedy;implementation,1800
1651,893C,Rumor,dfs and similar;graphs;greedy,1300
1652,893B,Beautiful Divisors,brute force;implementation,1000
1653,893A,Chess For Three,implementation,900
1654,892B,Wrath,greedy;implementation;two pointers,1200
1655,892A,Greed,greedy;implementation,900
1656,891E,Lust,combinatorics;math;matrices,2800
1657,891D,Sloth,dfs and similar;dp;graph matchings;trees,3000
1658,891C,Envy,data structures;dsu;graphs,2500
1659,891B,Gluttony,constructive algorithms;greedy,2000
1660,891A,Pride,brute force;dp;greedy;math;number theory,1600
1661,889E,Mod Mod Mod,binary search;dp;math,3100
1662,888G,Xor-MST,bitmasks;constructive algorithms;data structures,2300
1663,888F,Connecting Vertices,dp;graphs,2500
1664,888E,Maximum Subsequence,bitmasks;divide and conquer;meet-in-the-middle,1800
1665,888D,Almost Identity Permutations,combinatorics;dp;math,1600
1666,888C,K-Dominant Character,binary search;implementation;two pointers,1400
1667,888B,Buggy Robot,greedy,1000
1668,888A,Local Extrema,brute force;implementation,1600
1669,887F,Row of Models,greedy;sortings,2800
1670,887E,Little Brother,binary search;geometry;sortings,2700
1671,887D,Ratings and Reality Shows,data structures;two pointers,2500
1672,887C,Solution for Cube,brute force;implementation,1500
1673,887B,Cubes for Masha,brute force;implementation,1300
1674,887A,Div. 64,implementation,1100
1675,886F,Symmetric Projections,geometry,2700
1676,886E,Maximum Element,combinatorics;dp;math,2500
1677,886D,Restoration of string,constructive algorithms;graphs;implementation,2000
1678,886C,Petya and Catacombs,dsu;greedy;implementation;trees,1300
1679,886B,Vlad and Cafes,null,1000
1680,886A,ACM ICPC,brute force,1100
1681,884F,Anti-Palindromize,flows;graphs;greedy,2500
1682,884E,Binary Matrix,dsu,2500
1683,884D,Boxes And Balls,data structures;greedy,2300
1684,884C,Bertown Subway,dfs and similar;greedy;math,1500
1685,884B,Japanese Crosswords Strike Back,implementation,1100
1686,884A,Book Reading,implementation,900
1687,883M,Quadcopter Competition,greedy;math,1100
1688,883L,Berland.Taxi,data structures,2800
1689,883K,Road Widening,constructive algorithms;greedy;implementation,2100
1690,883J,Renovation,greedy;sortings,2600
1691,883I,Photo Processing,binary search;dp,2000
1692,883H,Palindromic Cut,brute force;implementation;strings,1800
1693,883G,Orientation of Edges,graphs,2000
1694,883F,Lost in Transliteration,implementation,1300
1695,883E,Field of Wonders,implementation;strings,1600
1696,883D,Packmen Strike Back,binary search;dp,2800
1697,883C,Downloading B++,binary search,2400
1698,883B,Berland Army,constructive algorithms;graphs;greedy,2800
1699,883A,Automatic Door,implementation,2300
1700,879B,Table Tennis,data structures;implementation,1300
1701,879A,Borya's Diagnosis,implementation,1000
1702,878E,Numbers on the blackboard,combinatorics;dp,3200
1703,878D,Magic Breeding,bitmasks,2900
1704,878C,Tournament,data structures;graphs,2800
1705,878B,Teams Formation,data structures;implementation,2400
1706,878A,Short Program,bitmasks;constructive algorithms,1600
1707,877F,Ann and Books,data structures;flows;hashing,2500
1708,877E,Danil and a Part-time Job,bitmasks;data structures;trees,2000
1709,877D,Olya and Energy Drinks,data structures;dfs and similar;graphs;shortest paths,1900
1710,877C,Slava and tanks,constructive algorithms,1600
1711,877B,Nikita and string,brute force;dp,1500
1712,877A,Alex and broken contest,implementation;strings,1200
1713,876B,Divisiblity of Differences,implementation;math;number theory,1300
1714,876A,Trip For Meal,math,1000
1715,875F,Royal Questions,dsu;graphs;greedy,2500
1716,875E,Delivery Club,binary search;data structures;dp,2600
1717,875D,High Cry,binary search;bitmasks;combinatorics;data structures;divide and conquer,2200
1718,875C,National Property,2-sat;dfs and similar;graphs;implementation,2100
1719,875B,Sorting the Coins,dsu;implementation;sortings;two pointers,1500
1720,875A,Classroom Watch,brute force;math,1200
1721,873F,Forbidden Indices,dsu;string suffix structures;strings,2300
1722,873E,Awards For Contestants,brute force;data structures;dp,2500
1723,873D,Merge Sort,constructive algorithms;divide and conquer,1800
1724,873C,Strange Game On Matrix,greedy;two pointers,1600
1725,873B,Balanced Substring,dp;implementation,1500
1726,873A,Chores,implementation,900
1727,871E,Restore the Tree,graphs;greedy;trees,2800
1728,870F,Paths,data structures;number theory,2600
1729,870E,"Points, Lines and Ready-made Titles",dfs and similar;dsu;graphs;trees,2400
1730,870D,Something with XOR Queries,brute force;interactive;probabilities,2100
1731,870C,Maximum splitting,dp;greedy;math;number theory,1300
1732,870B,Maximum of Maximums of Minimums,greedy,1200
1733,870A,Search for Pretty Integers,brute force;implementation,900
1734,869E,The Untended Antiquity,data structures;hashing,2300
1735,869D,The Overdosing Ubiquity,brute force;dfs and similar;graphs,2800
1736,869C,The Intriguing Obsession,combinatorics;dp;math,1800
1737,869B,The Eternal Immortality,math,1100
1738,869A,The Artful Expedient,brute force;implementation,1200
1739,868G,El Toll Caves,math,3300
1740,868F,Yet Another Minimization Problem,divide and conquer;dp,2500
1741,868E,Policeman and a Tree,dp;graphs;trees,2600
1742,868D,Huge Strings,bitmasks;brute force;dp;implementation;strings,2100
1743,868C,Qualification Rounds,bitmasks;brute force;constructive algorithms;dp,1500
1744,868B,Race Against Time,implementation,1400
1745,868A,Bark to Unlock,brute force;implementation;strings,1000
1746,867A,Between the Offices,implementation,600
1747,865G,Flowers and Chocolate,combinatorics;math;matrices,3200
1748,865F,Egg Roulette,bitmasks;brute force;divide and conquer;math;meet-in-the-middle,3300
1749,865E,Hex Dyslexia,bitmasks;brute force;dp;graphs,2700
1750,865D,Buy Low Sell High,constructive algorithms;data structures;greedy,2300
1751,865C,Gotta Go Fast,binary search;dp,2500
1752,865B,Ordering Pizza,binary search;sortings;ternary search,1900
1753,865A,Save the problem!,constructive algorithms,1400
1754,864F,Cities Excursions,dfs and similar;graphs;trees,2700
1755,864E,Fire,dp;sortings,2000
1756,864D,Make a Permutation!,greedy;implementation;math,1500
1757,864C,Bus,greedy;implementation;math,1500
1758,864B,Polycarp and Letters,brute force;implementation;strings,1100
1759,864A,Fair Game,implementation;sortings,1000
1760,863G,Graphic Settings,null,3100
1761,863F,Almost Permutation,flows,2300
1762,863E,Turn Off The TV,data structures;sortings,2000
1763,863D,Yet Another Array Queries Problem,data structures;implementation,1800
1764,863C,1-2-3,graphs;implementation,1800
1765,863B,Kayaking,brute force;greedy;sortings,1500
1766,863A,Quasi-palindrome,brute force;implementation,900
1767,862F,Mahmoud and Ehab and the final stage,data structures;strings,2800
1768,862E,Mahmoud and Ehab and the function,binary search;data structures;sortings,2200
1769,862D,Mahmoud and Ehab and the binary string,binary search;divide and conquer;interactive,2000
1770,862C,Mahmoud and Ehab and the xor,constructive algorithms,1800
1771,862B,Mahmoud and Ehab and the bipartiteness,dfs and similar;graphs;trees,1400
1772,862A,Mahmoud and Ehab and the MEX,greedy;implementation,1000
1773,860E,Arkady and a Nobody-men,data structures;dfs and similar;trees,2600
1774,859G,Circle of Numbers,math,2900
1775,859F,Ordering T-Shirts,greedy,2700
1776,859E,Desk Disorder,combinatorics;dfs and similar;dsu;graphs;trees,2100
1777,859D,Third Month Insanity,dp;probabilities;trees,2100
1778,859C,Pie Rules,dp;games,1500
1779,859B,Lazy Security Guard,brute force;geometry;math,1000
1780,859A,Declined Finalists,greedy;implementation,800
1781,858F,Wizard's Tour,constructive algorithms;dfs and similar;graphs,2400
1782,858E,Tests Renumeration,implementation,2300
1783,858D,Polycarp's phone book,data structures;implementation;sortings,1700
1784,858C,Did you mean...,dp;greedy;implementation,1500
1785,858B,Which floor?,brute force;implementation,1500
1786,858A,k-rounding,brute force;math;number theory,1200
1787,856F,To Play or not to Play,greedy,3100
1788,856E,Satellites,null,3100
1789,856D,Masha and Cactus,null,2500
1790,856C,Eleventh Birthday,combinatorics;dp;math,2400
1791,856B,Similar Words,dp;strings,2300
1792,856A,Set Theory,brute force;constructive algorithms,1600
1793,855G,Harry Vs Voldemort,dfs and similar;dp;graphs;trees,3000
1794,855F,Nagini,binary search;data structures,3000
1795,855E,Salazar Slytherin's Locket,bitmasks;dp,2200
1796,855D,Rowena Ravenclaw's Diadem,trees,2400
1797,855C,Helga Hufflepuff's Cup,dp;trees,2000
1798,855B,Marvolo Gaunt's Ring,brute force;data structures;dp,1500
1799,855A,Tom Riddle's Diary,brute force;implementation;strings,700
1800,854B,Maxim Buys an Apartment,constructive algorithms;math,1200
1801,854A,Fraction,brute force;constructive algorithms;math,900
1802,853E,Lada Malina,data structures;geometry,3400
1803,853D,Michael and Charging Stations,binary search;dp;greedy,2400
1804,853C,Boredom,data structures,2200
1805,853B,Jury Meeting,greedy;sortings;two pointers,1900
1806,853A,Planning,greedy,1500
1807,852I,Dating,brute force;dfs and similar;graphs;trees,2500
1808,852H,Bob and stages,dp;geometry,3100
1809,852G,Bathroom terminal,implementation,1700
1810,852F,Product transformation,combinatorics;math;number theory,2300
1811,852E,Casinos and travel,dp,2200
1812,852D,Exploration plan,binary search;flows;graph matchings;shortest paths,2400
1813,852C,Property,greedy;sortings,2500
1814,852B,Neural Network country,dp;matrices,2000
1815,852A,Digits,brute force;implementation;math,2700
1816,851B,Arpa and an exam about geometry,geometry;math,1400
1817,851A,Arpa and a research in Mexican wave,implementation;math,800
1818,850F,Rainbow Balls,math,2800
1819,850E,Random Elections,bitmasks;brute force;divide and conquer;fft;math,2800
1820,850D,Tournament Construction,constructive algorithms;dp;graphs;greedy;math,2700
1821,850C,Arpa and a game with Mojtaba,bitmasks;dp;games,2400
1822,850B,Arpa and a list of numbers,implementation;number theory,2000
1823,850A,Five Dimensional Points,brute force;geometry;math,1700
1824,849B,Tell Your World,brute force;geometry,1600
1825,849A,Odds and Ends,implementation,1100
1826,848E,Days of Floral Colours,combinatorics;divide and conquer;dp;fft;math,3400
1827,848D,Shake It!,combinatorics;dp;flows;graphs,2900
1828,848C,Goodbye Souvenir,data structures;divide and conquer,2800
1829,848B,Rooter's Song,constructive algorithms;data structures;geometry;implementation;sortings;two pointers,2100
1830,848A,From Y to Y,constructive algorithms,1600
1831,847M,Weather Tomorrow,implementation,1000
1832,847L,Berland SU Computer Network,dfs and similar;hashing;trees,2500
1833,847K,Travel Cards,sortings,2100
1834,847J,Students Initiation,binary search;flows,2400
1835,847I,Noise Level,dfs and similar,2000
1836,847H,Load Testing,null,1700
1837,847G,University Classes,implementation,1000
1838,847F,Berland Elections,greedy,2200
1839,847E,Packmen,binary search,2000
1840,847D,Dog Show,data structures;greedy,2300
1841,847C,Sum of Nestings,constructive algorithms,1900
1842,847B,Preparing for Merge Sort,binary search;data structures,1700
1843,847A,Union of Doubly Linked Lists,implementation,1500
1844,846F,Random Query,data structures;math;probabilities;two pointers,2000
1845,846E,Chemistry in Berland,dfs and similar;greedy;trees,2400
1846,846D,Monitor,binary search;data structures,1900
1847,846C,Four Segments,brute force;data structures;dp,1900
1848,846B,Math Show,brute force;greedy,1800
1849,846A,Curriculum Vitae,brute force;implementation,1500
1850,845G,Shortest Path Problem?,dfs and similar;graphs;math,2400
1851,845F,Guards In The Storehouse,bitmasks;dp,2600
1852,845E,Fire in the City,binary search;data structures,2500
1853,845D,Driving Test,data structures;dp;greedy,1800
1854,845C,Two TVs,data structures;greedy;sortings,1500
1855,845B,Luba And The Ticket,brute force;greedy;implementation,1600
1856,845A,Chess Tourney,implementation;sortings,1100
1857,844B,Rectangles,combinatorics;math,1300
1858,844A,Diversity,greedy;implementation;strings,1000
1859,843E,Maximum Flow,flows;graphs,2900
1860,843D,Dynamic Shortest Path,graphs;shortest paths,2700
1861,843C,Upgrading Tree,constructive algorithms;dfs and similar;graphs;math;trees,2900
1862,843B,Interactive LowerBound,brute force;interactive;probabilities,2000
1863,843A,Sorting by Subsequences,dfs and similar;dsu;implementation;math;sortings,1400
1864,842E,Nikita and game,binary search;dfs and similar;divide and conquer;graphs;trees,3000
1865,842D,Vitya and Strange Lesson,binary search;data structures,2100
1866,842C,Ilya And The Tree,dfs and similar;graphs;math;number theory;trees,2000
1867,842B,Gleb And Pizza,geometry,1100
1868,842A,Kirill And The Game,brute force;two pointers,1300
1869,841B,Godsend,games;math,1200
1870,841A,Generous Kefa,brute force;implementation,900
1871,840E,In a Trap,trees,3200
1872,840D,Destiny,data structures;probabilities,2400
1873,840C,On the Bench,combinatorics;dp,2600
